month_beginning,station_id,stationame,avg_weekday_rides,avg_saturday_rides,avg_sunday.holiday_rides,monthtotal,no_of_trips,TAVG.Calc.F.,TMAX..Degrees.Fahrenheit.,TMIN..Degrees.Fahrenheit.,PRCP..Inches.,SNOW..Inches.,SNWD..Inches.
2/1/2023,41340,LaSalle,1637.4,691,566.8,37779,2895.2,17,28,6,0,0,1.2
2/1/2023,40430,Clinton-Forest Park,1506,586.5,521,34550,2613.5,0,0,0,0,0,0
2/1/2023,40430,Clinton-Forest Park,1506,586.5,521,34550,2613.5,0,0,0,0,0,0
2/1/2023,40430,Clinton-Forest Park,1506,586.5,521,34550,2613.5,0,0,0,0,0,2.5
2/1/2023,40430,Clinton-Forest Park,1506,586.5,521,34550,2613.5,17,28,6,0,0,1.2
2/1/2023,40350,UIC-Halsted,3974.1,1136,826.3,87330,5936.4,0,0,0,0,0,0
2/1/2023,40350,UIC-Halsted,3974.1,1136,826.3,87330,5936.4,0,0,0,0,0,0
2/1/2023,40350,UIC-Halsted,3974.1,1136,826.3,87330,5936.4,0,0,0,0,0,2.5
2/1/2023,40350,UIC-Halsted,3974.1,1136,826.3,87330,5936.4,17,28,6,0,0,1.2
2/1/2023,40470,Racine,1051.9,481.3,404.3,24580,1937.5,0,0,0,0,0,0
2/1/2023,40470,Racine,1051.9,481.3,404.3,24580,1937.5,0,0,0,0,0,0
2/1/2023,40470,Racine,1051.9,481.3,404.3,24580,1937.5,0,0,0,0,0,2.5
2/1/2023,40470,Racine,1051.9,481.3,404.3,24580,1937.5,17,28,6,0,0,1.2
2/1/2023,40810,Medical Center,1430.3,561.8,457.5,32683,2449.6,0,0,0,0,0,0
2/1/2023,40810,Medical Center,1430.3,561.8,457.5,32683,2449.6,0,0,0,0,0,0
2/1/2023,40810,Medical Center,1430.3,561.8,457.5,32683,2449.6,0,0,0,0,0,2.5
2/1/2023,40810,Medical Center,1430.3,561.8,457.5,32683,2449.6,17,28,6,0,0,1.2
2/1/2023,40220,Western-Forest Park,691.7,407,338.3,16814,1437,0,0,0,0,0,0
2/1/2023,40220,Western-Forest Park,691.7,407,338.3,16814,1437,0,0,0,0,0,0
2/1/2023,40220,Western-Forest Park,691.7,407,338.3,16814,1437,0,0,0,0,0,2.5
2/1/2023,40220,Western-Forest Park,691.7,407,338.3,16814,1437,17,28,6,0,0,1.2
2/1/2023,40250,Kedzie-Homan-Forest Park,775.8,459,402.8,18963,1637.6,0,0,0,0,0,0
2/1/2023,40250,Kedzie-Homan-Forest Park,775.8,459,402.8,18963,1637.6,0,0,0,0,0,0
2/1/2023,40250,Kedzie-Homan-Forest Park,775.8,459,402.8,18963,1637.6,0,0,0,0,0,2.5
2/1/2023,40250,Kedzie-Homan-Forest Park,775.8,459,402.8,18963,1637.6,17,28,6,0,0,1.2
2/1/2023,40920,Pulaski-Forest Park,782.3,618.5,503.8,20134,1904.6,0,0,0,0,0,0
2/1/2023,40920,Pulaski-Forest Park,782.3,618.5,503.8,20134,1904.6,0,0,0,0,0,0
2/1/2023,40920,Pulaski-Forest Park,782.3,618.5,503.8,20134,1904.6,0,0,0,0,0,2.5
2/1/2023,40920,Pulaski-Forest Park,782.3,618.5,503.8,20134,1904.6,17,28,6,0,0,1.2
2/1/2023,40970,Cicero-Forest Park,600.1,352.5,302,14619,1254.6,0,0,0,0,0,0
2/1/2023,40970,Cicero-Forest Park,600.1,352.5,302,14619,1254.6,0,0,0,0,0,0
2/1/2023,40970,Cicero-Forest Park,600.1,352.5,302,14619,1254.6,0,0,0,0,0,2.5
2/1/2023,40970,Cicero-Forest Park,600.1,352.5,302,14619,1254.6,17,28,6,0,0,1.2
2/1/2023,40010,Austin-Forest Park,676,277.3,242.8,15599,1196.1,0,0,0,0,0,0
2/1/2023,40010,Austin-Forest Park,676,277.3,242.8,15599,1196.1,0,0,0,0,0,0
2/1/2023,40010,Austin-Forest Park,676,277.3,242.8,15599,1196.1,0,0,0,0,0,2.5
2/1/2023,40010,Austin-Forest Park,676,277.3,242.8,15599,1196.1,17,28,6,0,0,1.2
2/1/2023,40180,Oak Park-Forest Park,597.3,195.8,165.8,13392,958.9,0,0,0,0,0,0
2/1/2023,40180,Oak Park-Forest Park,597.3,195.8,165.8,13392,958.9,0,0,0,0,0,0
2/1/2023,40180,Oak Park-Forest Park,597.3,195.8,165.8,13392,958.9,0,0,0,0,0,2.5
2/1/2023,40180,Oak Park-Forest Park,597.3,195.8,165.8,13392,958.9,17,28,6,0,0,1.2
2/1/2023,40980,Harlem-Forest Park,392,180.3,143.3,9134,715.6,0,0,0,0,0,0
2/1/2023,40980,Harlem-Forest Park,392,180.3,143.3,9134,715.6,0,0,0,0,0,0
2/1/2023,40980,Harlem-Forest Park,392,180.3,143.3,9134,715.6,0,0,0,0,0,2.5
2/1/2023,40980,Harlem-Forest Park,392,180.3,143.3,9134,715.6,17,28,6,0,0,1.2
2/1/2023,40390,Forest Park,1159.1,492,436.8,26896,2087.9,0,0,0,0,0,0
2/1/2023,40390,Forest Park,1159.1,492,436.8,26896,2087.9,0,0,0,0,0,0
2/1/2023,40390,Forest Park,1159.1,492,436.8,26896,2087.9,0,0,0,0,0,2.5
2/1/2023,40390,Forest Park,1159.1,492,436.8,26896,2087.9,17,28,6,0,0,1.2
2/1/2023,41030,Polk,1832.7,486.5,391.3,40164,2710.5,0,0,0,0,0,0
2/1/2023,41030,Polk,1832.7,486.5,391.3,40164,2710.5,0,0,0,0,0,0
2/1/2023,41030,Polk,1832.7,486.5,391.3,40164,2710.5,0,0,0,0,0,2.5
2/1/2023,41030,Polk,1832.7,486.5,391.3,40164,2710.5,17,28,6,0,0,1.2
2/1/2023,40830,18th,992.4,803.8,624,25558,2420.2,0,0,0,0,0,0
2/1/2023,40830,18th,992.4,803.8,624,25558,2420.2,0,0,0,0,0,0
2/1/2023,40830,18th,992.4,803.8,624,25558,2420.2,0,0,0,0,0,2.5
2/1/2023,40830,18th,992.4,803.8,624,25558,2420.2,17,28,6,0,0,1.2
2/1/2023,40210,Damen-Cermak,940.4,557.3,432,22764,1929.7,0,0,0,0,0,0
2/1/2023,40210,Damen-Cermak,940.4,557.3,432,22764,1929.7,0,0,0,0,0,0
2/1/2023,40210,Damen-Cermak,940.4,557.3,432,22764,1929.7,0,0,0,0,0,2.5
2/1/2023,40210,Damen-Cermak,940.4,557.3,432,22764,1929.7,17,28,6,0,0,1.2
2/1/2023,40740,Western-Cermak,688.2,446.8,330.5,16873,1465.5,0,0,0,0,0,0
2/1/2023,40740,Western-Cermak,688.2,446.8,330.5,16873,1465.5,0,0,0,0,0,0
2/1/2023,40740,Western-Cermak,688.2,446.8,330.5,16873,1465.5,0,0,0,0,0,2.5
2/1/2023,40740,Western-Cermak,688.2,446.8,330.5,16873,1465.5,17,28,6,0,0,1.2
2/1/2023,40440,California-Cermak,833.4,471.8,373.8,20049,1679,0,0,0,0,0,0
2/1/2023,40440,California-Cermak,833.4,471.8,373.8,20049,1679,0,0,0,0,0,0
2/1/2023,40440,California-Cermak,833.4,471.8,373.8,20049,1679,0,0,0,0,0,2.5
2/1/2023,40440,California-Cermak,833.4,471.8,373.8,20049,1679,17,28,6,0,0,1.2
2/1/2023,41040,Kedzie-Cermak,585.3,377,292.3,14383,1254.6,0,0,0,0,0,0
2/1/2023,41040,Kedzie-Cermak,585.3,377,292.3,14383,1254.6,0,0,0,0,0,0
2/1/2023,41040,Kedzie-Cermak,585.3,377,292.3,14383,1254.6,0,0,0,0,0,2.5
2/1/2023,41040,Kedzie-Cermak,585.3,377,292.3,14383,1254.6,17,28,6,0,0,1.2
2/1/2023,40780,Central Park,590.7,335.3,271.3,14239,1197.3,0,0,0,0,0,0
2/1/2023,40780,Central Park,590.7,335.3,271.3,14239,1197.3,0,0,0,0,0,0
2/1/2023,40780,Central Park,590.7,335.3,271.3,14239,1197.3,0,0,0,0,0,2.5
2/1/2023,40780,Central Park,590.7,335.3,271.3,14239,1197.3,17,28,6,0,0,1.2
2/1/2023,40150,Pulaski-Cermak,636,408,363,15804,1407,0,0,0,0,0,0
2/1/2023,40150,Pulaski-Cermak,636,408,363,15804,1407,0,0,0,0,0,0
2/1/2023,40150,Pulaski-Cermak,636,408,363,15804,1407,0,0,0,0,0,2.5
2/1/2023,40150,Pulaski-Cermak,636,408,363,15804,1407,17,28,6,0,0,1.2
2/1/2023,40600,Kostner,227.3,131,104.5,5487,462.8,0,0,0,0,0,0
2/1/2023,40600,Kostner,227.3,131,104.5,5487,462.8,0,0,0,0,0,0
2/1/2023,40600,Kostner,227.3,131,104.5,5487,462.8,0,0,0,0,0,2.5
2/1/2023,40600,Kostner,227.3,131,104.5,5487,462.8,17,28,6,0,0,1.2
2/1/2023,40420,Cicero-Cermak,654,485.8,402,16631,1541.8,0,0,0,0,0,0
2/1/2023,40420,Cicero-Cermak,654,485.8,402,16631,1541.8,0,0,0,0,0,0
2/1/2023,40420,Cicero-Cermak,654,485.8,402,16631,1541.8,0,0,0,0,0,2.5
2/1/2023,40420,Cicero-Cermak,654,485.8,402,16631,1541.8,17,28,6,0,0,1.2
2/1/2023,40580,54th/Cermak,1278.7,720.8,529,30573,2528.5,0,0,0,0,0,0
2/1/2023,40580,54th/Cermak,1278.7,720.8,529,30573,2528.5,0,0,0,0,0,0
2/1/2023,40580,54th/Cermak,1278.7,720.8,529,30573,2528.5,0,0,0,0,0,2.5
2/1/2023,40580,54th/Cermak,1278.7,720.8,529,30573,2528.5,17,28,6,0,0,1.2
2/1/2023,40020,Harlem-Lake,1548.8,929,695.8,37475,3173.6,0,0,0,0,0,0
2/1/2023,40020,Harlem-Lake,1548.8,929,695.8,37475,3173.6,0,0,0,0,0,0
2/1/2023,40020,Harlem-Lake,1548.8,929,695.8,37475,3173.6,0,0,0,0,0,2.5
2/1/2023,40020,Harlem-Lake,1548.8,929,695.8,37475,3173.6,17,28,6,0,0,1.2
2/1/2023,41350,Oak Park-Lake,590.5,328.3,223.3,14016,1142.1,0,0,0,0,0,0
2/1/2023,41350,Oak Park-Lake,590.5,328.3,223.3,14016,1142.1,0,0,0,0,0,0
2/1/2023,41350,Oak Park-Lake,590.5,328.3,223.3,14016,1142.1,0,0,0,0,0,2.5
2/1/2023,41350,Oak Park-Lake,590.5,328.3,223.3,14016,1142.1,17,28,6,0,0,1.2
2/1/2023,40610,Ridgeland,574.9,233.5,194.8,13211,1003.2,0,0,0,0,0,0
2/1/2023,40610,Ridgeland,574.9,233.5,194.8,13211,1003.2,0,0,0,0,0,0
2/1/2023,40610,Ridgeland,574.9,233.5,194.8,13211,1003.2,0,0,0,0,0,2.5
2/1/2023,40610,Ridgeland,574.9,233.5,194.8,13211,1003.2,17,28,6,0,0,1.2
2/1/2023,41260,Austin-Lake,876.3,501.5,396.8,21118,1774.6,0,0,0,0,0,0
2/1/2023,41260,Austin-Lake,876.3,501.5,396.8,21118,1774.6,0,0,0,0,0,0
2/1/2023,41260,Austin-Lake,876.3,501.5,396.8,21118,1774.6,0,0,0,0,0,2.5
2/1/2023,41260,Austin-Lake,876.3,501.5,396.8,21118,1774.6,17,28,6,0,0,1.2
2/1/2023,40280,Central-Lake,1000.7,626.3,526.3,24624,2153.3,0,0,0,0,0,0
2/1/2023,40280,Central-Lake,1000.7,626.3,526.3,24624,2153.3,0,0,0,0,0,0
2/1/2023,40280,Central-Lake,1000.7,626.3,526.3,24624,2153.3,0,0,0,0,0,2.5
2/1/2023,40280,Central-Lake,1000.7,626.3,526.3,24624,2153.3,17,28,6,0,0,1.2
2/1/2023,40700,Laramie,546.2,301.3,251.3,13134,1098.8,0,0,0,0,0,0
2/1/2023,40700,Laramie,546.2,301.3,251.3,13134,1098.8,0,0,0,0,0,0
2/1/2023,40700,Laramie,546.2,301.3,251.3,13134,1098.8,0,0,0,0,0,2.5
2/1/2023,40700,Laramie,546.2,301.3,251.3,13134,1098.8,17,28,6,0,0,1.2
2/1/2023,40480,Cicero-Lake,558.5,375,277.5,13780,1211,0,0,0,0,0,0
2/1/2023,40480,Cicero-Lake,558.5,375,277.5,13780,1211,0,0,0,0,0,0
2/1/2023,40480,Cicero-Lake,558.5,375,277.5,13780,1211,0,0,0,0,0,2.5
2/1/2023,40480,Cicero-Lake,558.5,375,277.5,13780,1211,17,28,6,0,0,1.2
2/1/2023,40030,Pulaski-Lake,707.2,476.5,409,17686,1592.7,0,0,0,0,0,0
2/1/2023,40030,Pulaski-Lake,707.2,476.5,409,17686,1592.7,0,0,0,0,0,0
2/1/2023,40030,Pulaski-Lake,707.2,476.5,409,17686,1592.7,0,0,0,0,0,2.5
2/1/2023,40030,Pulaski-Lake,707.2,476.5,409,17686,1592.7,17,28,6,0,0,1.2
2/1/2023,41670,Conservatory,469,505.8,421.3,13087,1396.1,0,0,0,0,0,0
2/1/2023,41670,Conservatory,469,505.8,421.3,13087,1396.1,0,0,0,0,0,0
2/1/2023,41670,Conservatory,469,505.8,421.3,13087,1396.1,0,0,0,0,0,2.5
2/1/2023,41670,Conservatory,469,505.8,421.3,13087,1396.1,17,28,6,0,0,1.2
2/1/2023,41070,Kedzie-Lake,674,373,299,16168,1346,0,0,0,0,0,0
2/1/2023,41070,Kedzie-Lake,674,373,299,16168,1346,0,0,0,0,0,0
2/1/2023,41070,Kedzie-Lake,674,373,299,16168,1346,0,0,0,0,0,2.5
2/1/2023,41070,Kedzie-Lake,674,373,299,16168,1346,17,28,6,0,0,1.2
2/1/2023,41360,California-Lake,580.5,301.5,263,13867,1145,0,0,0,0,0,0
2/1/2023,41360,California-Lake,580.5,301.5,263,13867,1145,0,0,0,0,0,0
2/1/2023,41360,California-Lake,580.5,301.5,263,13867,1145,0,0,0,0,0,2.5
2/1/2023,41360,California-Lake,580.5,301.5,263,13867,1145,17,28,6,0,0,1.2
2/1/2023,40170,Ashland-Lake,1466.7,859.3,677.8,35482,3003.8,0,0,0,0,0,0
2/1/2023,40170,Ashland-Lake,1466.7,859.3,677.8,35482,3003.8,0,0,0,0,0,0
2/1/2023,40170,Ashland-Lake,1466.7,859.3,677.8,35482,3003.8,0,0,0,0,0,2.5
2/1/2023,40170,Ashland-Lake,1466.7,859.3,677.8,35482,3003.8,17,28,6,0,0,1.2
2/1/2023,41510,Morgan-Lake,2291.7,1955.5,1482.3,59585,5729.5,0,0,0,0,0,0
2/1/2023,41510,Morgan-Lake,2291.7,1955.5,1482.3,59585,5729.5,0,0,0,0,0,0
2/1/2023,41510,Morgan-Lake,2291.7,1955.5,1482.3,59585,5729.5,0,0,0,0,0,2.5
2/1/2023,41510,Morgan-Lake,2291.7,1955.5,1482.3,59585,5729.5,17,28,6,0,0,1.2
2/1/2023,41160,Clinton-Lake,2074.3,971,754,48385,3799.3,0,0,0,0,0,0
2/1/2023,41160,Clinton-Lake,2074.3,971,754,48385,3799.3,0,0,0,0,0,0
2/1/2023,41160,Clinton-Lake,2074.3,971,754,48385,3799.3,0,0,0,0,0,2.5
2/1/2023,41160,Clinton-Lake,2074.3,971,754,48385,3799.3,17,28,6,0,0,1.2
2/1/2023,41690,Cermak-McCormick Place,806.8,771.8,625.5,21725,2204.1,0,0,0,0,0,0
2/1/2023,41690,Cermak-McCormick Place,806.8,771.8,625.5,21725,2204.1,0,0,0,0,0,0
2/1/2023,41690,Cermak-McCormick Place,806.8,771.8,625.5,21725,2204.1,0,0,0,0,0,2.5
2/1/2023,41690,Cermak-McCormick Place,806.8,771.8,625.5,21725,2204.1,17,28,6,0,0,1.2
2/1/2023,41120,35-Bronzeville-IIT,855.6,521.3,388.8,20752,1765.7,0,0,0,0,0,0
2/1/2023,41120,35-Bronzeville-IIT,855.6,521.3,388.8,20752,1765.7,0,0,0,0,0,0
2/1/2023,41120,35-Bronzeville-IIT,855.6,521.3,388.8,20752,1765.7,0,0,0,0,0,2.5
2/1/2023,41120,35-Bronzeville-IIT,855.6,521.3,388.8,20752,1765.7,17,28,6,0,0,1.2
2/1/2023,40300,Indiana,290.5,165.8,157.3,7102,613.6,0,0,0,0,0,0
2/1/2023,40300,Indiana,290.5,165.8,157.3,7102,613.6,0,0,0,0,0,0
2/1/2023,40300,Indiana,290.5,165.8,157.3,7102,613.6,0,0,0,0,0,2.5
2/1/2023,40300,Indiana,290.5,165.8,157.3,7102,613.6,17,28,6,0,0,1.2
2/1/2023,41270,43rd,431.1,247,221.8,10496,899.9,0,0,0,0,0,0
2/1/2023,41270,43rd,431.1,247,221.8,10496,899.9,0,0,0,0,0,0
2/1/2023,41270,43rd,431.1,247,221.8,10496,899.9,0,0,0,0,0,2.5
2/1/2023,41270,43rd,431.1,247,221.8,10496,899.9,17,28,6,0,0,1.2
2/1/2023,41080,47th-South Elevated,472,307.8,216.8,11538,996.6,0,0,0,0,0,0
2/1/2023,41080,47th-South Elevated,472,307.8,216.8,11538,996.6,0,0,0,0,0,0
2/1/2023,41080,47th-South Elevated,472,307.8,216.8,11538,996.6,0,0,0,0,0,2.5
2/1/2023,41080,47th-South Elevated,472,307.8,216.8,11538,996.6,17,28,6,0,0,1.2
2/1/2023,40130,51st,435.6,267.8,217.3,10652,920.7,0,0,0,0,0,0
2/1/2023,40130,51st,435.6,267.8,217.3,10652,920.7,0,0,0,0,0,0
2/1/2023,40130,51st,435.6,267.8,217.3,10652,920.7,0,0,0,0,0,2.5
2/1/2023,40130,51st,435.6,267.8,217.3,10652,920.7,17,28,6,0,0,1.2
2/1/2023,40510,Garfield-South Elevated,500.2,315.3,262.5,12314,1078,0,0,0,0,0,0
2/1/2023,40510,Garfield-South Elevated,500.2,315.3,262.5,12314,1078,0,0,0,0,0,0
2/1/2023,40510,Garfield-South Elevated,500.2,315.3,262.5,12314,1078,0,0,0,0,0,2.5
2/1/2023,40510,Garfield-South Elevated,500.2,315.3,262.5,12314,1078,17,28,6,0,0,1.2
2/1/2023,41140,King Drive,217.5,123.8,110.8,5287,452.1,0,0,0,0,0,0
2/1/2023,41140,King Drive,217.5,123.8,110.8,5287,452.1,0,0,0,0,0,0
2/1/2023,41140,King Drive,217.5,123.8,110.8,5287,452.1,0,0,0,0,0,2.5
2/1/2023,41140,King Drive,217.5,123.8,110.8,5287,452.1,17,28,6,0,0,1.2
2/1/2023,40720,East 63rd-Cottage Grove,445.7,288.8,269.5,11147,1004,0,0,0,0,0,0
2/1/2023,40720,East 63rd-Cottage Grove,445.7,288.8,269.5,11147,1004,0,0,0,0,0,0
2/1/2023,40720,East 63rd-Cottage Grove,445.7,288.8,269.5,11147,1004,0,0,0,0,0,2.5
2/1/2023,40720,East 63rd-Cottage Grove,445.7,288.8,269.5,11147,1004,17,28,6,0,0,1.2
2/1/2023,40940,Halsted/63rd,236.4,141.5,100.5,5695,478.4,0,0,0,0,0,0
2/1/2023,40940,Halsted/63rd,236.4,141.5,100.5,5695,478.4,0,0,0,0,0,0
2/1/2023,40940,Halsted/63rd,236.4,141.5,100.5,5695,478.4,0,0,0,0,0,2.5
2/1/2023,40940,Halsted/63rd,236.4,141.5,100.5,5695,478.4,17,28,6,0,0,1.2
2/1/2023,40290,Ashland/63rd,444.4,274.3,245,10964,963.7,0,0,0,0,0,0
2/1/2023,40290,Ashland/63rd,444.4,274.3,245,10964,963.7,0,0,0,0,0,0
2/1/2023,40290,Ashland/63rd,444.4,274.3,245,10964,963.7,0,0,0,0,0,2.5
2/1/2023,40290,Ashland/63rd,444.4,274.3,245,10964,963.7,17,28,6,0,0,1.2
2/1/2023,41290,Kimball,2241.1,1561.3,1160.3,55707,4962.7,0,0,0,0,0,0
2/1/2023,41290,Kimball,2241.1,1561.3,1160.3,55707,4962.7,0,0,0,0,0,0
2/1/2023,41290,Kimball,2241.1,1561.3,1160.3,55707,4962.7,0,0,0,0,0,2.5
2/1/2023,41290,Kimball,2241.1,1561.3,1160.3,55707,4962.7,17,28,6,0,0,1.2
2/1/2023,41180,Kedzie-Brown,1051.3,821.5,664.5,26969,2537.3,0,0,0,0,0,0
2/1/2023,41180,Kedzie-Brown,1051.3,821.5,664.5,26969,2537.3,0,0,0,0,0,0
2/1/2023,41180,Kedzie-Brown,1051.3,821.5,664.5,26969,2537.3,0,0,0,0,0,2.5
2/1/2023,41180,Kedzie-Brown,1051.3,821.5,664.5,26969,2537.3,17,28,6,0,0,1.2
2/1/2023,40870,Francisco,773.9,464.5,330.3,18656,1568.7,0,0,0,0,0,0
2/1/2023,40870,Francisco,773.9,464.5,330.3,18656,1568.7,0,0,0,0,0,0
2/1/2023,40870,Francisco,773.9,464.5,330.3,18656,1568.7,0,0,0,0,0,2.5
2/1/2023,40870,Francisco,773.9,464.5,330.3,18656,1568.7,17,28,6,0,0,1.2
2/1/2023,41010,Rockwell,815.8,476.8,361.8,19669,1654.4,0,0,0,0,0,0
2/1/2023,41010,Rockwell,815.8,476.8,361.8,19669,1654.4,0,0,0,0,0,0
2/1/2023,41010,Rockwell,815.8,476.8,361.8,19669,1654.4,0,0,0,0,0,2.5
2/1/2023,41010,Rockwell,815.8,476.8,361.8,19669,1654.4,17,28,6,0,0,1.2
2/1/2023,41480,Western-Brown,1921.6,1369.5,1086.5,48256,4377.6,0,0,0,0,0,0
2/1/2023,41480,Western-Brown,1921.6,1369.5,1086.5,48256,4377.6,0,0,0,0,0,0
2/1/2023,41480,Western-Brown,1921.6,1369.5,1086.5,48256,4377.6,0,0,0,0,0,2.5
2/1/2023,41480,Western-Brown,1921.6,1369.5,1086.5,48256,4377.6,17,28,6,0,0,1.2
2/1/2023,40090,Damen-Brown,1368.3,796.8,566,32816,2731.1,0,0,0,0,0,0
2/1/2023,40090,Damen-Brown,1368.3,796.8,566,32816,2731.1,0,0,0,0,0,0
2/1/2023,40090,Damen-Brown,1368.3,796.8,566,32816,2731.1,0,0,0,0,0,2.5
2/1/2023,40090,Damen-Brown,1368.3,796.8,566,32816,2731.1,17,28,6,0,0,1.2
2/1/2023,41500,Montrose-Brown,1204.9,831,600.5,29824,2636.4,0,0,0,0,0,0
2/1/2023,41500,Montrose-Brown,1204.9,831,600.5,29824,2636.4,0,0,0,0,0,0
2/1/2023,41500,Montrose-Brown,1204.9,831,600.5,29824,2636.4,0,0,0,0,0,2.5
2/1/2023,41500,Montrose-Brown,1204.9,831,600.5,29824,2636.4,17,28,6,0,0,1.2
2/1/2023,41460,Irving Park-Brown,1379.7,816,545,33037,2740.7,0,0,0,0,0,0
2/1/2023,41460,Irving Park-Brown,1379.7,816,545,33037,2740.7,0,0,0,0,0,0
2/1/2023,41460,Irving Park-Brown,1379.7,816,545,33037,2740.7,0,0,0,0,0,2.5
2/1/2023,41460,Irving Park-Brown,1379.7,816,545,33037,2740.7,17,28,6,0,0,1.2
2/1/2023,41440,Addison-Brown,1092.1,550.5,415,25704,2057.6,0,0,0,0,0,0
2/1/2023,41440,Addison-Brown,1092.1,550.5,415,25704,2057.6,0,0,0,0,0,0
2/1/2023,41440,Addison-Brown,1092.1,550.5,415,25704,2057.6,0,0,0,0,0,2.5
2/1/2023,41440,Addison-Brown,1092.1,550.5,415,25704,2057.6,17,28,6,0,0,1.2
2/1/2023,41310,Paulina,1436.7,952.3,633.3,35076,3022.3,0,0,0,0,0,0
2/1/2023,41310,Paulina,1436.7,952.3,633.3,35076,3022.3,0,0,0,0,0,0
2/1/2023,41310,Paulina,1436.7,952.3,633.3,35076,3022.3,0,0,0,0,0,2.5
2/1/2023,41310,Paulina,1436.7,952.3,633.3,35076,3022.3,17,28,6,0,0,1.2
2/1/2023,40360,Southport,1687.6,1359.8,928.5,42905,3975.9,0,0,0,0,0,0
2/1/2023,40360,Southport,1687.6,1359.8,928.5,42905,3975.9,0,0,0,0,0,0
2/1/2023,40360,Southport,1687.6,1359.8,928.5,42905,3975.9,0,0,0,0,0,2.5
2/1/2023,40360,Southport,1687.6,1359.8,928.5,42905,3975.9,17,28,6,0,0,1.2
2/1/2023,41210,Wellington,1552,795.3,582.3,36549,2929.6,0,0,0,0,0,0
2/1/2023,41210,Wellington,1552,795.3,582.3,36549,2929.6,0,0,0,0,0,0
2/1/2023,41210,Wellington,1552,795.3,582.3,36549,2929.6,0,0,0,0,0,2.5
2/1/2023,41210,Wellington,1552,795.3,582.3,36549,2929.6,17,28,6,0,0,1.2
2/1/2023,40530,Diversey,2681.8,1601,1128.5,64553,5411.3,0,0,0,0,0,0
2/1/2023,40530,Diversey,2681.8,1601,1128.5,64553,5411.3,0,0,0,0,0,0
2/1/2023,40530,Diversey,2681.8,1601,1128.5,64553,5411.3,0,0,0,0,0,2.5
2/1/2023,40530,Diversey,2681.8,1601,1128.5,64553,5411.3,17,28,6,0,0,1.2
2/1/2023,40660,Armitage,2338.2,1361,993.8,56182,4693,0,0,0,0,0,0
2/1/2023,40660,Armitage,2338.2,1361,993.8,56182,4693,0,0,0,0,0,0
2/1/2023,40660,Armitage,2338.2,1361,993.8,56182,4693,0,0,0,0,0,2.5
2/1/2023,40660,Armitage,2338.2,1361,993.8,56182,4693,17,28,6,0,0,1.2
2/1/2023,40800,Sedgwick,2088.7,1267.8,1007,50873,4363.5,0,0,0,0,0,0
2/1/2023,40800,Sedgwick,2088.7,1267.8,1007,50873,4363.5,0,0,0,0,0,0
2/1/2023,40800,Sedgwick,2088.7,1267.8,1007,50873,4363.5,0,0,0,0,0,2.5
2/1/2023,40800,Sedgwick,2088.7,1267.8,1007,50873,4363.5,17,28,6,0,0,1.2
2/1/2023,40710,Chicago/Franklin,3305.7,1842,1419.3,79159,6567,0,0,0,0,0,0
2/1/2023,40710,Chicago/Franklin,3305.7,1842,1419.3,79159,6567,0,0,0,0,0,0
2/1/2023,40710,Chicago/Franklin,3305.7,1842,1419.3,79159,6567,0,0,0,0,0,2.5
2/1/2023,40710,Chicago/Franklin,3305.7,1842,1419.3,79159,6567,17,28,6,0,0,1.2
2/1/2023,40460,Merchandise Mart,3276.7,1145,814.3,73370,5236,0,0,0,0,0,0
2/1/2023,40460,Merchandise Mart,3276.7,1145,814.3,73370,5236,0,0,0,0,0,0
2/1/2023,40460,Merchandise Mart,3276.7,1145,814.3,73370,5236,0,0,0,0,0,2.5
2/1/2023,40460,Merchandise Mart,3276.7,1145,814.3,73370,5236,17,28,6,0,0,1.2
2/1/2023,40930,Midway Airport,4232.1,1886.5,1618,98660,7736.6,0,0,0,0,0,0
2/1/2023,40930,Midway Airport,4232.1,1886.5,1618,98660,7736.6,0,0,0,0,0,0
2/1/2023,40930,Midway Airport,4232.1,1886.5,1618,98660,7736.6,0,0,0,0,0,2.5
2/1/2023,40930,Midway Airport,4232.1,1886.5,1618,98660,7736.6,17,28,6,0,0,1.2
2/1/2023,40960,Pulaski-Orange,2827.5,1116.8,903.8,64632,4848.1,0,0,0,0,0,0
2/1/2023,40960,Pulaski-Orange,2827.5,1116.8,903.8,64632,4848.1,0,0,0,0,0,0
2/1/2023,40960,Pulaski-Orange,2827.5,1116.8,903.8,64632,4848.1,0,0,0,0,0,2.5
2/1/2023,40960,Pulaski-Orange,2827.5,1116.8,903.8,64632,4848.1,17,28,6,0,0,1.2
2/1/2023,41150,Kedzie-Midway,2087,1040,756,48923,3883,0,0,0,0,0,0
2/1/2023,41150,Kedzie-Midway,2087,1040,756,48923,3883,0,0,0,0,0,0
2/1/2023,41150,Kedzie-Midway,2087,1040,756,48923,3883,0,0,0,0,0,2.5
2/1/2023,41150,Kedzie-Midway,2087,1040,756,48923,3883,17,28,6,0,0,1.2
2/1/2023,40310,Western-Orange,2119.1,1005.5,841.3,49769,3965.9,0,0,0,0,0,0
2/1/2023,40310,Western-Orange,2119.1,1005.5,841.3,49769,3965.9,0,0,0,0,0,0
2/1/2023,40310,Western-Orange,2119.1,1005.5,841.3,49769,3965.9,0,0,0,0,0,2.5
2/1/2023,40310,Western-Orange,2119.1,1005.5,841.3,49769,3965.9,17,28,6,0,0,1.2
