Date,TAVG (orig),TAVG(Calc F),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches),location
9/24/2001,55.00,55.00,63.00,47.00,0.02,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
9/25/2001,51.00,51.00,59.00,43.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
9/26/2001,60.00,60.00,69.00,51.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
9/27/2001,55.00,55.00,63.00,47.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
9/28/2001,56.00,56.00,57.00,54.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
9/29/2001,58.00,58.00,65.00,50.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
9/30/2001,60.00,60.00,72.00,47.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/1/2001,65.00,65.00,78.00,52.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/2/2001,69.00,69.00,82.00,55.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/3/2001,68.00,68.00,80.00,56.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/4/2001,65.00,65.00,80.00,49.00,1.26,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/5/2001,48.00,48.00,53.00,42.00,0.30,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/6/2001,44.00,44.00,52.00,36.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/7/2001,43.00,43.00,53.00,32.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/8/2001,55.00,55.00,67.00,42.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/9/2001,65.00,65.00,74.00,55.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/10/2001,62.00,62.00,66.00,57.00,0.14,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/11/2001,59.00,59.00,65.00,53.00,0.09,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/12/2001,58.00,58.00,61.00,54.00,0.65,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/13/2001,63.00,63.00,69.00,57.00,1.78,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/14/2001,54.00,54.00,60.00,48.00,0.04,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/15/2001,49.00,49.00,53.00,44.00,0.06,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/16/2001,47.00,47.00,53.00,41.00,0.03,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/17/2001,44.00,44.00,52.00,35.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/18/2001,53.00,53.00,64.00,42.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/19/2001,56.00,56.00,64.00,48.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/20/2001,57.00,57.00,69.00,45.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/21/2001,61.00,61.00,66.00,55.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/22/2001,60.00,60.00,66.00,54.00,0.09,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/23/2001,63.00,63.00,66.00,59.00,0.53,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/24/2001,54.00,54.00,65.00,42.00,0.47,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/25/2001,39.00,39.00,42.00,36.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/26/2001,40.00,40.00,42.00,38.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/27/2001,41.00,41.00,47.00,35.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/28/2001,44.00,44.00,54.00,33.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/29/2001,53.00,53.00,62.00,44.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/30/2001,51.00,51.00,53.00,48.00,0.03,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
10/31/2001,60.00,60.00,69.00,50.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/1/2001,63.00,63.00,67.00,58.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/2/2001,57.00,57.00,66.00,48.00,0.05,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/3/2001,54.00,54.00,67.00,41.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/4/2001,51.00,51.00,62.00,40.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/5/2001,46.00,46.00,56.00,36.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/6/2001,51.00,51.00,63.00,39.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/7/2001,59.00,59.00,71.00,47.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/8/2001,47.00,47.00,59.00,35.00,0.01,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/9/2001,43.00,43.00,53.00,33.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/10/2001,56.00,56.00,71.00,40.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/11/2001,45.00,45.00,51.00,39.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/12/2001,46.00,46.00,57.00,35.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/13/2001,55.00,55.00,64.00,45.00,0.02,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/14/2001,57.00,57.00,63.00,51.00,0.19,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/15/2001,61.00,61.00,68.00,54.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/16/2001,56.00,56.00,63.00,48.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/17/2001,54.00,54.00,65.00,42.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/18/2001,57.00,57.00,64.00,50.00,0.02,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/19/2001,48.00,48.00,58.00,37.00,0.07,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/20/2001,37.00,37.00,43.00,30.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/21/2001,46.00,46.00,55.00,36.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/22/2001,48.00,48.00,57.00,39.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/23/2001,54.00,54.00,60.00,47.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/24/2001,58.00,58.00,65.00,50.00,0.21,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/25/2001,47.00,47.00,50.00,43.00,0.13,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/26/2001,46.00,46.00,52.00,40.00,0.12,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/27/2001,45.00,45.00,53.00,37.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/28/2001,40.00,40.00,44.00,36.00,0.11,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/29/2001,44.00,44.00,46.00,41.00,0.19,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
11/30/2001,46.00,46.00,50.00,42.00,0.30,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/1/2001,39.00,39.00,42.00,35.00,0.05,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/2/2001,44.00,44.00,54.00,33.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/3/2001,50.00,50.00,57.00,43.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/4/2001,59.00,59.00,64.00,53.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/5/2001,58.00,58.00,68.00,47.00,0.09,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/6/2001,46.00,46.00,52.00,39.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/7/2001,41.00,41.00,47.00,35.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/8/2001,40.00,40.00,48.00,32.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/9/2001,34.00,34.00,42.00,26.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/10/2001,39.00,39.00,48.00,30.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/11/2001,39.00,39.00,48.00,29.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/12/2001,45.00,45.00,48.00,42.00,0.20,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/13/2001,40.00,40.00,47.00,32.00,0.01,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/14/2001,37.00,37.00,41.00,33.00,0.20,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/15/2001,37.00,37.00,41.00,33.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/16/2001,43.00,43.00,47.00,38.00,0.17,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/17/2001,41.00,41.00,47.00,35.00,0.10,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/18/2001,40.00,40.00,48.00,31.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/19/2001,37.00,37.00,41.00,32.00,0.05,0.10,0.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/20/2001,35.00,35.00,42.00,28.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/21/2001,34.00,34.00,42.00,25.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/22/2001,42.00,42.00,49.00,35.00,0.15,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/23/2001,29.00,29.00,35.00,22.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/24/2001,19.00,19.00,22.00,16.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/25/2001,25.00,25.00,36.00,13.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/26/2001,15.00,15.00,19.00,11.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/27/2001,24.00,24.00,29.00,19.00,0.00,,1.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/28/2001,23.00,23.00,26.00,19.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/29/2001,15.00,15.00,20.00,10.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/30/2001,14.00,14.00,20.00,7.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
12/31/2001,16.00,16.00,23.00,9.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/1/2002,20.00,20.00,28.00,11.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/2/2002,24.00,24.00,32.00,15.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/3/2002,22.00,22.00,30.00,14.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/4/2002,30.00,30.00,40.00,20.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/5/2002,34.00,34.00,38.00,29.00,0.02,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/6/2002,32.00,32.00,38.00,25.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/7/2002,24.00,24.00,30.00,17.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/8/2002,33.00,33.00,42.00,23.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/9/2002,47.00,47.00,56.00,38.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/10/2002,41.00,41.00,47.00,35.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/11/2002,38.00,38.00,43.00,33.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/12/2002,38.00,38.00,45.00,31.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/13/2002,34.00,34.00,42.00,25.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/14/2002,38.00,38.00,42.00,34.00,0.03,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/15/2002,33.00,33.00,35.00,31.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/16/2002,31.00,31.00,35.00,26.00,0.08,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/17/2002,21.00,21.00,27.00,14.00,0.00,,3.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/18/2002,20.00,20.00,25.00,15.00,0.00,,2.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/19/2002,24.00,24.00,32.00,16.00,0.03,,2.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/20/2002,31.00,31.00,37.00,24.00,0.02,,2.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/21/2002,33.00,33.00,35.00,30.00,0.04,,2.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/22/2002,44.00,44.00,56.00,32.00,0.01,,1.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/23/2002,47.00,47.00,56.00,38.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/24/2002,36.00,36.00,40.00,32.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/25/2002,40.00,40.00,51.00,29.00,0.00,0.00,0.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/26/2002,45.00,45.00,55.00,34.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/27/2002,49.00,49.00,61.00,37.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/28/2002,46.00,46.00,53.00,38.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/29/2002,36.00,36.00,38.00,34.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/30/2002,33.00,33.00,34.00,31.00,0.16,5.90,0.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
1/31/2002,34.00,34.00,36.00,31.00,0.48,,10.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/1/2002,32.00,32.00,41.00,22.00,0.00,,7.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/2/2002,25.00,25.00,34.00,15.00,0.00,,6.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/3/2002,29.00,29.00,36.00,22.00,0.00,,6.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/4/2002,20.00,20.00,26.00,14.00,0.00,,5.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/5/2002,23.00,23.00,33.00,13.00,0.00,,5.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/6/2002,29.00,29.00,37.00,21.00,0.00,,5.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/7/2002,33.00,33.00,40.00,25.00,0.00,,5.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/8/2002,37.00,37.00,42.00,31.00,0.00,,4.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/9/2002,44.00,44.00,53.00,34.00,0.00,,4.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/10/2002,39.00,39.00,48.00,29.00,0.04,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/11/2002,31.00,31.00,39.00,22.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/12/2002,36.00,36.00,43.00,28.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/13/2002,27.00,27.00,34.00,19.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/14/2002,38.00,38.00,46.00,29.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/15/2002,39.00,39.00,42.00,36.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/16/2002,38.00,38.00,43.00,33.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/17/2002,33.00,33.00,38.00,28.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/18/2002,40.00,40.00,51.00,29.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/19/2002,44.00,44.00,47.00,40.00,0.36,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/20/2002,45.00,45.00,55.00,35.00,0.15,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/21/2002,33.00,33.00,35.00,31.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/22/2002,32.00,32.00,39.00,24.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/23/2002,38.00,38.00,48.00,27.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/24/2002,50.00,50.00,61.00,38.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/25/2002,42.00,42.00,52.00,32.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/26/2002,27.00,27.00,33.00,20.00,0.00,,1.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/27/2002,22.00,22.00,26.00,17.00,0.01,,1.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
2/28/2002,24.00,24.00,32.00,15.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/1/2002,29.00,29.00,35.00,23.00,0.00,1.20,0.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/2/2002,29.00,29.00,35.00,23.00,0.67,,5.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/3/2002,13.00,13.00,23.00,2.00,0.00,,6.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/4/2002,0.00,0.00,20.00,-4.00,0.00,,5.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/5/2002,25.00,25.00,34.00,16.00,0.21,,6.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/6/2002,40.00,40.00,46.00,33.00,0.07,,6.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/7/2002,39.00,39.00,44.00,34.00,0.00,,2.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/8/2002,54.00,54.00,63.00,44.00,0.25,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/9/2002,43.00,43.00,63.00,22.00,0.63,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/10/2002,23.00,23.00,29.00,16.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/11/2002,40.00,40.00,56.00,23.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/12/2002,47.00,47.00,62.00,32.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/13/2002,48.00,48.00,59.00,36.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/14/2002,52.00,52.00,65.00,39.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/15/2002,48.00,48.00,60.00,36.00,0.02,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/16/2002,37.00,37.00,41.00,33.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/17/2002,38.00,38.00,40.00,35.00,0.01,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/18/2002,42.00,42.00,46.00,37.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/19/2002,43.00,43.00,49.00,36.00,0.04,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/20/2002,41.00,41.00,46.00,35.00,0.02,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/21/2002,29.00,29.00,39.00,18.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/22/2002,27.00,27.00,38.00,15.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/23/2002,40.00,40.00,53.00,27.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/24/2002,35.00,35.00,41.00,29.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/25/2002,29.00,29.00,32.00,25.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/26/2002,31.00,31.00,36.00,26.00,0.02,,2.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/27/2002,35.00,35.00,46.00,24.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/28/2002,41.00,41.00,49.00,32.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/29/2002,42.00,42.00,46.00,37.00,0.37,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/30/2002,45.00,45.00,52.00,37.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
3/31/2002,41.00,41.00,50.00,32.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/1/2002,36.00,36.00,43.00,28.00,0.28,0.00,0.00,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/2/2002,42.00,42.00,47.00,36.00,0.24,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/3/2002,36.00,36.00,42.00,30.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/4/2002,35.00,35.00,39.00,31.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/5/2002,35.00,35.00,42.00,27.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/6/2002,35.00,35.00,44.00,26.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/7/2002,43.00,43.00,50.00,36.00,0.31,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/8/2002,51.00,51.00,55.00,46.00,1.12,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/9/2002,43.00,43.00,48.00,38.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/10/2002,,0.00,,,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/11/2002,63.00,63.00,76.00,50.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/12/2002,57.00,57.00,66.00,47.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/13/2002,54.00,54.00,64.00,44.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/14/2002,62.00,62.00,77.00,46.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/15/2002,77.00,77.00,89.00,65.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/16/2002,78.00,78.00,88.00,67.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/17/2002,75.00,75.00,84.00,66.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/18/2002,79.00,79.00,89.00,68.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/19/2002,58.00,58.00,70.00,45.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/20/2002,45.00,45.00,48.00,42.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/21/2002,,0.00,,,,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/22/2002,41.00,41.00,44.00,37.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/23/2002,49.00,49.00,61.00,36.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/24/2002,59.00,59.00,74.00,44.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/25/2002,47.00,47.00,55.00,38.00,0.05,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/26/2002,44.00,44.00,50.00,38.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/27/2002,51.00,51.00,57.00,44.00,0.67,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/28/2002,51.00,51.00,60.00,42.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/29/2002,52.00,52.00,61.00,42.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/30/2002,56.00,56.00,60.00,51.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/1/2002,54.00,54.00,62.00,45.00,0.05,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/2/2002,50.00,50.00,54.00,45.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/3/2002,46.00,46.00,53.00,39.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/4/2002,54.00,54.00,69.00,39.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/5/2002,62.00,62.00,73.00,50.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/6/2002,68.00,68.00,75.00,60.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/7/2002,56.00,56.00,67.00,45.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
